SimNum,Simulation,Electoral College Winner,SimpleCanidate,Third Party EC Votes,WinningMargin,Democratic EC Votes,Republican EC Votes,Democratic State Wins,Republican State Wins,WinnerStateWins
150,election_150,The Democratic nominee (Biden/Harris),Biden,0,38,307,231,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Florida","Wisconsin, Michigan, Iowa"
151,election_151,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
152,election_152,The Democratic nominee (Biden/Harris),Biden,0,21,290,248,"Michigan, Georgia, Iowa","Wisconsin, Arizona, Ohio","Michigan, Georgia, Iowa"
153,election_153,The Republican nominee (Trump/Pence),Trump,0,-9,260,278,"Wisconsin, Iowa, Pennsylvania","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
154,election_154,The Democratic nominee (Biden/Harris),Biden,3,1,270,265,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
155,election_155,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
156,election_156,The Republican nominee (Trump/Pence),Trump,0,-33,236,302,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
157,election_157,The Republican nominee (Trump/Pence),Trump,0,-3,266,272,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
158,election_158,The Republican nominee (Trump/Pence),Trump,0,-4,265,273,"Arizona, Georgia, Pennsylvania","Wisconsin, Michigan, Iowa","Wisconsin, Michigan, Iowa"
159,election_159,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Michigan, Pennsylvania, NA"
160,election_160,The Republican nominee (Trump/Pence),Trump,0,-28,241,297,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
161,election_161,The Democratic nominee (Biden/Harris),Biden,0,18,287,251,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Ohio, Pennsylvania"
162,election_162,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
163,election_163,The Democratic nominee (Biden/Harris),Biden,0,22,291,247,"Michigan, Arizona, Ohio","Wisconsin, Georgia, Iowa","Michigan, Arizona, Ohio"
164,election_164,The Democratic nominee (Biden/Harris),Biden,0,6,275,263,"Michigan, Georgia, Nevada","Wisconsin, Arizona, Iowa","Michigan, Georgia, Nevada"
165,election_165,The Republican nominee (Trump/Pence),Trump,0,-11,258,280,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
166,election_166,The Democratic nominee (Biden/Harris),Biden,0,11,280,258,"Arizona, Ohio, Pennsylvania","Wisconsin, Michigan, Georgia","Arizona, Ohio, Pennsylvania"
167,election_167,The Democratic nominee (Biden/Harris),Biden,0,31,300,238,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
168,election_168,The Democratic nominee (Biden/Harris),Biden,0,8,277,261,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
169,election_169,The Republican nominee (Trump/Pence),Trump,0,-19,250,288,"Arizona, Georgia, NA","Wisconsin, Michigan, Iowa","Wisconsin, Michigan, Iowa"
170,election_170,The Democratic nominee (Biden/Harris),Biden,0,11,280,258,"Michigan, Arizona, Ohio","Wisconsin, Georgia, Iowa","Michigan, Arizona, Ohio"
171,election_171,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Arizona, Pennsylvania, NA","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
172,election_172,The Democratic nominee (Biden/Harris),Biden,0,3,272,266,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
173,election_173,The Republican nominee (Trump/Pence),Trump,0,-1,268,270,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
174,election_174,The Republican nominee (Trump/Pence),Trump,0,-8,261,277,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
175,election_175,The Republican nominee (Trump/Pence),Trump,0,-21,248,290,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
176,election_176,The Republican nominee (Trump/Pence),Trump,0,-23,246,292,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
177,election_177,The Democratic nominee (Biden/Harris),Biden,0,18,287,251,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
178,election_178,The Republican nominee (Trump/Pence),Trump,0,-32,237,301,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
179,election_179,The Republican nominee (Trump/Pence),Trump,0,-15,254,284,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
180,election_180,The Republican nominee (Trump/Pence),Trump,0,-26,243,295,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
181,election_181,The Democratic nominee (Biden/Harris),Biden,0,8,277,261,"Arizona, Ohio, Pennsylvania","Wisconsin, Michigan, Georgia","Arizona, Ohio, Pennsylvania"
182,election_182,The Republican nominee (Trump/Pence),Trump,0,-6,263,275,"Arizona, Pennsylvania, NA","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
183,election_183,The Republican nominee (Trump/Pence),Trump,0,-8,261,277,"Georgia, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
184,election_184,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
185,election_185,The Republican nominee (Trump/Pence),Trump,0,-11,258,280,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
186,election_186,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
187,election_187,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
188,election_188,The Republican nominee (Trump/Pence),Trump,0,-7,262,276,"Georgia, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
189,election_189,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Ohio","Michigan, Arizona, Iowa"
190,election_190,The Republican nominee (Trump/Pence),Trump,0,-3,266,272,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
191,election_191,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Arizona, Iowa, Pennsylvania","Wisconsin, Michigan, Georgia","Arizona, Iowa, Pennsylvania"
192,election_192,Tie,Tie,0,0,269,269,"Michigan, Nevada, Pennsylvania","Wisconsin, Arizona, Georgia",
193,election_193,The Democratic nominee (Biden/Harris),Biden,0,15,284,254,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
194,election_194,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
195,election_195,The Democratic nominee (Biden/Harris),Biden,0,5,274,264,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
196,election_196,The Democratic nominee (Biden/Harris),Biden,3,23,292,243,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
197,election_197,The Democratic nominee (Biden/Harris),Biden,0,6,275,263,"Wisconsin, Ohio, Pennsylvania","Michigan, Arizona, Georgia","Wisconsin, Ohio, Pennsylvania"
198,election_198,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
199,election_199,The Democratic nominee (Biden/Harris),Biden,0,14,283,255,"Michigan, Florida, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Florida, Pennsylvania"
200,election_200,The Democratic nominee (Biden/Harris),Biden,0,3,272,266,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
201,election_201,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Arizona, Iowa","Michigan, Georgia, Ohio","Wisconsin, Arizona, Iowa"
202,election_202,The Republican nominee (Trump/Pence),Trump,0,-23,246,292,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
203,election_203,The Democratic nominee (Biden/Harris),Biden,0,10,279,259,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
204,election_204,The Republican nominee (Trump/Pence),Trump,0,-15,254,284,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
205,election_205,The Republican nominee (Trump/Pence),Trump,0,-13,256,282,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
206,election_206,The Republican nominee (Trump/Pence),Trump,3,-15,254,281,"Arizona, Iowa, Pennsylvania","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
207,election_207,The Democratic nominee (Biden/Harris),Biden,0,8,277,261,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
208,election_208,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Michigan, Arizona, Nevada","Wisconsin, Georgia, Iowa","Michigan, Arizona, Nevada"
209,election_209,The Democratic nominee (Biden/Harris),Biden,0,8,277,261,"Arizona, Georgia, Pennsylvania","Wisconsin, Michigan, Iowa","Arizona, Georgia, Pennsylvania"
210,election_210,The Democratic nominee (Biden/Harris),Biden,0,26,295,243,"Michigan, Iowa, Florida","Wisconsin, Arizona, Georgia","Michigan, Iowa, Florida"
211,election_211,The Republican nominee (Trump/Pence),Trump,0,-17,252,286,"Arizona, Pennsylvania, NA","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
212,election_212,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
213,election_213,The Republican nominee (Trump/Pence),Trump,0,-25,244,294,"Florida, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
214,election_214,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
215,election_215,The Republican nominee (Trump/Pence),Trump,0,-8,261,277,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
216,election_216,The Democratic nominee (Biden/Harris),Biden,0,14,283,255,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
217,election_217,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
218,election_218,The Democratic nominee (Biden/Harris),Biden,0,4,273,265,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
219,election_219,The Democratic nominee (Biden/Harris),Biden,0,45,314,224,"Wisconsin, Michigan, Arizona","Georgia, Iowa, Ohio","Wisconsin, Michigan, Arizona"
220,election_220,The Republican nominee (Trump/Pence),Trump,0,-19,250,288,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
221,election_221,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Ohio, Pennsylvania","Michigan, Arizona, Georgia","Wisconsin, Ohio, Pennsylvania"
222,election_222,The Republican nominee (Trump/Pence),Trump,0,-26,243,295,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
223,election_223,Tie,Tie,0,0,269,269,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio",
224,election_224,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
225,election_225,The Republican nominee (Trump/Pence),Trump,0,-18,251,287,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
226,election_226,The Democratic nominee (Biden/Harris),Biden,0,37,306,232,"Michigan, Arizona, Florida","Wisconsin, Georgia, Iowa","Michigan, Arizona, Florida"
227,election_227,The Democratic nominee (Biden/Harris),Biden,0,35,304,234,"Michigan, Georgia, Ohio","Wisconsin, Arizona, Iowa","Michigan, Georgia, Ohio"
228,election_228,The Democratic nominee (Biden/Harris),Biden,0,17,286,252,"Michigan, Arizona, Georgia","Wisconsin, Iowa, Ohio","Michigan, Arizona, Georgia"
229,election_229,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Ohio, Pennsylvania"
230,election_230,The Republican nominee (Trump/Pence),Trump,0,-20,249,289,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
231,election_231,The Republican nominee (Trump/Pence),Trump,0,-28,241,297,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
232,election_232,The Democratic nominee (Biden/Harris),Biden,0,21,290,248,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Ohio, Pennsylvania"
233,election_233,The Democratic nominee (Biden/Harris),Biden,0,1,270,268,"Wisconsin, Arizona, Nevada","Michigan, Georgia, Iowa","Wisconsin, Arizona, Nevada"
234,election_234,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
235,election_235,The Democratic nominee (Biden/Harris),Biden,0,32,301,237,"Michigan, Arizona, Ohio","Wisconsin, Georgia, Iowa","Michigan, Arizona, Ohio"
236,election_236,The Democratic nominee (Biden/Harris),Biden,0,23,292,246,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
237,election_237,The Democratic nominee (Biden/Harris),Biden,0,20,289,249,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
238,election_238,The Democratic nominee (Biden/Harris),Biden,0,4,273,265,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
239,election_239,The Democratic nominee (Biden/Harris),Biden,0,7,276,262,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
240,election_240,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Wisconsin, Arizona, Georgia","Michigan, Iowa, Ohio","Michigan, Iowa, Ohio"
241,election_241,The Democratic nominee (Biden/Harris),Biden,0,33,302,236,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Florida","Wisconsin, Michigan, Georgia"
242,election_242,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Wisconsin, Georgia, Pennsylvania","Michigan, Arizona, Iowa","Wisconsin, Georgia, Pennsylvania"
243,election_243,The Republican nominee (Trump/Pence),Trump,0,-8,261,277,"Michigan, Arizona, Iowa","Wisconsin, Georgia, Ohio","Wisconsin, Georgia, Ohio"
244,election_244,The Republican nominee (Trump/Pence),Trump,0,-4,265,273,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Wisconsin, Arizona, Iowa"
245,election_245,The Republican nominee (Trump/Pence),Trump,0,-28,241,297,"Michigan, NA, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
246,election_246,The Democratic nominee (Biden/Harris),Biden,0,7,276,262,"Michigan, Ohio, Pennsylvania","Wisconsin, Arizona, Georgia","Michigan, Ohio, Pennsylvania"
247,election_247,The Republican nominee (Trump/Pence),Trump,0,-20,249,289,"Michigan, Iowa, Pennsylvania","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
248,election_248,The Republican nominee (Trump/Pence),Trump,0,-16,253,285,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
249,election_249,The Democratic nominee (Biden/Harris),Biden,0,24,293,245,"Georgia, Florida, Pennsylvania","Wisconsin, Michigan, Arizona","Georgia, Florida, Pennsylvania"
250,election_250,The Democratic nominee (Biden/Harris),Biden,0,18,287,251,"Arizona, Florida, Pennsylvania","Wisconsin, Michigan, Georgia","Arizona, Florida, Pennsylvania"
251,election_251,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Wisconsin, Arizona, Iowa"
252,election_252,The Republican nominee (Trump/Pence),Trump,0,-15,254,284,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
253,election_253,The Republican nominee (Trump/Pence),Trump,0,-1,268,270,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
254,election_254,The Republican nominee (Trump/Pence),Trump,0,-1,268,270,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Arizona, Georgia, Iowa"
255,election_255,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Wisconsin, Pennsylvania, NA","Michigan, Arizona, Georgia","Michigan, Arizona, Georgia"
256,election_256,The Republican nominee (Trump/Pence),Trump,3,-29,240,295,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
257,election_257,The Democratic nominee (Biden/Harris),Biden,0,23,292,246,"Michigan, Georgia, Ohio","Wisconsin, Arizona, Iowa","Michigan, Georgia, Ohio"
258,election_258,Tie,Tie,0,0,269,269,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa",
259,election_259,The Republican nominee (Trump/Pence),Trump,0,-2,267,271,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Wisconsin, Georgia, Iowa"
260,election_260,The Republican nominee (Trump/Pence),Trump,0,-13,256,282,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
261,election_261,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
262,election_262,The Democratic nominee (Biden/Harris),Biden,0,2,271,267,"Wisconsin, Ohio, Pennsylvania","Michigan, Arizona, Georgia","Wisconsin, Ohio, Pennsylvania"
263,election_263,The Republican nominee (Trump/Pence),Trump,0,-17,252,286,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
264,election_264,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Georgia, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
265,election_265,The Republican nominee (Trump/Pence),Trump,0,-17,252,286,"Iowa, Pennsylvania, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
266,election_266,The Democratic nominee (Biden/Harris),Biden,0,9,278,260,"Michigan, Georgia, Iowa","Wisconsin, Arizona, Ohio","Michigan, Georgia, Iowa"
267,election_267,The Democratic nominee (Biden/Harris),Biden,0,4,273,265,"Michigan, Arizona, Pennsylvania","Wisconsin, Georgia, Iowa","Michigan, Arizona, Pennsylvania"
268,election_268,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Arizona, Iowa, Pennsylvania","Wisconsin, Michigan, Georgia","Wisconsin, Michigan, Georgia"
269,election_269,The Democratic nominee (Biden/Harris),Biden,0,14,283,255,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
270,election_270,The Democratic nominee (Biden/Harris),Biden,0,40,309,229,"Michigan, Georgia, Florida","Wisconsin, Arizona, Iowa","Michigan, Georgia, Florida"
271,election_271,The Democratic nominee (Biden/Harris),Biden,0,16,285,253,"Michigan, Iowa, Nevada","Wisconsin, Arizona, Georgia","Michigan, Iowa, Nevada"
272,election_272,The Democratic nominee (Biden/Harris),Biden,0,12,281,257,"Michigan, Georgia, Pennsylvania","Wisconsin, Arizona, Iowa","Michigan, Georgia, Pennsylvania"
273,election_273,The Democratic nominee (Biden/Harris),Biden,0,8,277,261,"Wisconsin, Michigan, Iowa","Arizona, Georgia, Ohio","Wisconsin, Michigan, Iowa"
274,election_274,The Republican nominee (Trump/Pence),Trump,0,-29,240,298,"Pennsylvania, NA, NA","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
275,election_275,The Democratic nominee (Biden/Harris),Biden,0,35,304,234,"Wisconsin, Michigan, Florida","Arizona, Georgia, Iowa","Wisconsin, Michigan, Florida"
276,election_276,The Republican nominee (Trump/Pence),Trump,0,-5,264,274,"Iowa, Ohio, Pennsylvania","Wisconsin, Michigan, Arizona","Wisconsin, Michigan, Arizona"
277,election_277,The Republican nominee (Trump/Pence),Trump,0,-9,260,278,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
278,election_278,The Democratic nominee (Biden/Harris),Biden,0,7,276,262,"Wisconsin, Michigan, Pennsylvania","Arizona, Georgia, Iowa","Wisconsin, Michigan, Pennsylvania"
279,election_279,The Republican nominee (Trump/Pence),Trump,0,-10,259,279,"Michigan, Pennsylvania, NA","Wisconsin, Arizona, Georgia","Wisconsin, Arizona, Georgia"
280,election_280,The Democratic nominee (Biden/Harris),Biden,0,13,282,256,"Wisconsin, Ohio, Nevada","Michigan, Arizona, Georgia","Wisconsin, Ohio, Nevada"
281,election_281,The Democratic nominee (Biden/Harris),Biden,0,15,284,254,"Wisconsin, Michigan, Georgia","Arizona, Iowa, Ohio","Wisconsin, Michigan, Georgia"
